국립공주대학교 부분공개 기록물 공개재분류 목록,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,,,,,,
"생산
기관","생산
년도",단위업무,기록물철제목,문서제목,보존기간,공개구분,"공개
제한
유형",공개재분류 결과,,
,,,,,,,,"생산기관
의견
(공개, 
부분공개, 
비공개)","비공개사유
(1호~8호)","비공개 
대상정보"
,,,,,,,,,,
사범대학부설고등학교,2008,장학금지급,농업민학자,2008년도 3/4분기 농업인자녀학자금 지급내역 통보,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,장학금지급,농업민학자,2008년도 4/4분기 농업인자녀 학자금 지급 통보,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,장학금지급,농업민학자,2008년도 4/4분기 농업인자녀 학자금 지급내역 통보,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,장학금지급,장학금,2008년도 TJB 청소년 가장 장학금 지급 대상자 추천 명단 알림,5년,부분공개,2호,부분공개,6호,개인정보
사범대학부설고등학교,2008,장학금지급,장학금,2008년도 TJB 청소년 가장학생 장학금 지급 대상자 추천,5년,부분공개,2호,부분공개,6호,개인정보
사범대학부설고등학교,2008,정보화교육,교육정보화,국회 요구자료 제출 협조,5년,부분공개,8호,공개 ,,
사범대학부설고등학교,2008,정보화교육,교육정보화,2008년도 교육용 S/W 구입비 배부 계획 알림,5년,부분공개,7호,공개 ,,
사범대학부설고등학교,2008,정보화교육,교육정보화,제11회 교원정보소양인증제 지역별 시험 응시자 명단 및 정보(업무)담당 장학사 협의회 안내,5년,부분공개,7호,공개 ,,
사범대학부설고등학교,2008,정보화교육,교육정보화,제2회 충남교육정보화연구대회 심사 결과 및 협의회 안내,5년,부분공개,7호,부분공개,6호,개인정보
사범대학부설고등학교,2008,정보화교육,교육정보화,학교정보공시 상담조직(콜센터) 운영계획 알림,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,처리과물품관리,학교물품,물품 관리전환 소요 조회,5년,부분공개,8호,부분공개,6호,개인정보
사범대학부설고등학교,2008,처리과물품관리,학교물품,물품 관리전환 소요조회,5년,부분공개,8호,부분공개,6호,개인정보
사범대학부설고등학교,2008,처리과물품관리,학교물품,물품 관리전환 소요조회,5년,부분공개,8호,부분공개,6호,개인정보
사범대학부설고등학교,2008,처리과서무,급여관련,2008년 3월1일자 전출공무원 보수자료통보,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,특수학급운영,특수교육관련철,2008 제1회 충남장애학생직업기능경진대회 참가 대상자 알림,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,특수학급운영,특수교육관련철,2009 특수교육대상자 선정배치 결과 통보,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,특수학급운영,특수교육관련철,「국립특수교육원부설원격교육연수원」 9-10월 연수과정 안내,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,특수학급운영,특수교육관련철,특수교육 발전 종합 계획('08~'12) 설명회 개최 안내 및 참가 신청서 제출,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,특수학급운영,특수교육관련철,특수교육실태조사 2차 조사 실시 협조,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교보건,학교보건,제4차 청소년건강행태온라인조사 본조사 협조요청 알림,5년,부분공개,7호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교보건,학교보건,제4차(2008년) 청소년건강행태 온라인조사 계획 등 알림,5년,부분공개,7호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교보건,학교보건,보건교사명단 보고,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교보건,학교보건,제4차(2008년) 청소년건강행태온라인조사 사업 유공자 표창 후보자 추천,5년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교보건,건강검진,2008년도 학생결핵엑스선 검진결과에 따른 가정통신,5년,부분공개,1호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교도서관운영,도서관 관련철,2008년 학교도서관 도서구입비 지원 계획,30년,부분공개,8호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교도서관운영,도서관 관련철,One Book One School(한 학교 한 책)운동 운영 우수학교 도서구입비 지원,30년,부분공개,8호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교도서관운영,도서관 관련철,2008 학교도서관 활성화 우수사례 및 수기 심사 결과 안내,30년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교도서관운영,도서관 관련철,2008년 명예사서도우미 연수 강사 지원 협조 의뢰,30년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교도서관운영,도서관 관련철,2008학년도 학교도서관 학부모연수(명예사서도우미)에 따른 강의 협조,30년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교도서관운영,도서관 관련철,One Book One School(한 학교 한 책)운동 보고서 심사 결과 알림,30년,부분공개,6호,부분공개,6호,개인정보
사범대학부설고등학교,2008,학교도서관운영,도서관 관련철,인천문학지 및 학교도서관 탐방 참석자 알림,30년,부분공개,6호,부분공개,6호,성명 등 개인정보
사범대학부설고등학교,2008,구기록물등록,학생부 일반,2008년도 사랑나눔 봉사활동 및 진로교육 실천 우수학교(교사) 표창 알림,준영구,부분공개,2호,부분공개,6호,성명 등 개인정보
사범대학부설고등학교,2008,상담활동,진로상담영역,2008년 충청남도장학회 자활지원장학생 선발,준영구,부분공개,2호,부분공개,6호,성명 등 개인정보
사범대학부설고등학교,2008,인사발령대장,기타직 인사,신원조사 회보,준영구,부분공개,6호,부분공개,6호,성명 등 개인정보
사범대학부설고등학교,2008,인사발령대장,기타직 인사,신원조회 회보,준영구,부분공개,6호,부분공개,6호,성명 등 개인정보
사범대학부설유치원,2008,유치원업무,2008 특수,2009학년도 특수교육대상자 선정.배치 심의 결과 통보,3년,부분공개,6호,부분공개,6호,성명 등 개인정보
사범대학부설유치원,2008,유치원업무,유치원업무,학교환경위생정화구역내 게임물 시설 설치제한 알림,3년,부분공개,6호,부분공개,6호,성명 등 개인정보
사범대학부설유치원,2008,유치원업무,처리과서무,2009 특수교육대상자 선정.배치를 위한 진단평가 결과 통지서 통보,3년,부분공개,6호,부분공개,6호,성명 등 개인정보
학생처 장학복지과,2008,처리과서무,장학복지일반서무,장학금 수혜여부 조회,3년,부분공개,6호,부분공개,6호,성명 등 개인정보
학생처 장학복지과,2008,외부장학금관리,자치단체 및 소방서,2008. 의용소방대원 자녀장학생 선발에 따른 협조,5년,부분공개,6호,부분공개,6호,성명 등 개인정보
학생처 장학복지과,2008,외부장학금관리,자치단체 및 소방서,2008년 청소년자립지원기금(학자금) 지급 알림,5년,부분공개,6호,부분공개,6호,성명 등 개인정보
학생처 장학복지과,2008,외부장학금관리,자치단체 및 소방서,2008년도 1학기 의용소방대원 자녀장학금 지급 알림,5년,부분공개,6호,부분공개,6호,성명 등 개인정보
교무처 학사지원과,2008,제증명서발급,평생교육사 자격,신원조회 회보,3년,부분공개,6호,부분공개,6호,"성명, 생년월일 등"
교무처 학사지원과,2008,처리과서무,학사관리일반 (Vol.1),2009학년도 사범대학·교육대학원 정원조정 및 2008학년도 교직과정 승인결과 통보,3년,부분공개,5호,부분공개,5호,학교 내부 학사 정보
교무처 학사지원과,2008,계절학기운영,계절학기일반,2007 동계 계절수업 타대생 창원대학교 이수학점 및 성적송부,5년,부분공개,6호,부분공개,6호,"성명, 생년월일 등"
교무처 학사지원과,2008,수강관리,수업일반,2008년 대학강의 인터넷 공개 시범운영에 따른 수요조사,5년,부분공개,1호,부분공개,1호,법률 또는 명령에 비공개로 규정
교무처 학사지원과,2008,학력(경력)조회,학력(경력)조회,2008년도 보령시 이·통장자녀 장학금신청학생 재학 조회,5년,부분공개,6호,부분공개,6호,"성명, 생년월일 등"
사무국 재무과,2008,국유재산관리일반,국유재산 일반철,2007년도 공공용지취득 및 손실보상실적 제출 요청,5년,부분공개,6호,공개,,
사무국 재무과,2008,국유재산관리일반,국유재산 일반철,무단점유 현황 및 향후조치계획 제출,5년,부분공개,6호,공개,,
사무국 재무과,2008,급여,세무관련,원천징수 관련 주요 개정세법 안내,5년,부분공개,6호,공개,,
사무국 재무과,2008,등록금,납입금반환철,학적변동자 통보,10년,부분공개,6호,부분공개,6호,"성명, 학적 등"
사무국 재무과,2008,국유재산취득처분,관리환,국유재산 관리환 수요 조사,준영구,부분공개,6호,공개,,
사무국 재무과,2008,국유재산취득처분,국유재산 관리계획 및 집행실적,2008년도 관리계획 총괄청 수시변경 승인사항 통보,준영구,부분공개,6호,공개,,
사무국 재무과,2008,국유재산취득처분,국유재산 관리보전철,08년 제3차 국유재산 권리보전 추진계획 통보,준영구,부분공개,6호,공개,,
사무국 재무과,2008,국유재산취득처분,국유재산 실태조사,08년 행정_보존재산 실태조사 추진계획 통보,준영구,부분공개,6호,공개,,
사범대학 교육연수원,2008,중등교원1정2정자격연수,자격연수(교육청관련문서철),2008 사서교사 1급 자격연수 대상자 명단 제출,3년,부분공개,6호,부분공개,6호,개인정보 포함됨
학생지원처 학생복지과,2008,외부장학금관리,중앙기관,'08년도 해군/해병대 군 장학생 선발인원 소집교육 협조 통보,5년,부분공개,5호,부분공개,6호,성명 등 개인정보
