국립공주대학교 비공개 기록물 공개재분류 목록,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,,,,,,
"생산
기관","생산
년도",단위업무,기록물철 제목,문서제목,보존기간,공개구분,"공개
제한
유형",공개재분류 결과,,
,,,,,,,,"생산기관
의견
(공개, 
부분공개, 
비공개)","비공개사유
(1호~8호)","비공개 
대상정보"
,,,,,,,,,,작성예시) 
공과대학 행정실,2008,세입세출결산,기성회계 일반서류철,시설공사 계약방법 결정(수의(소액)) (0825298-00),5년,비공개,"7호,8호",부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,세입세출결산,기성회계 일반서류철,시설공사 계약체결 (0825298-00),5년,비공개,"7호,8호",부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,세입세출결산,기성회계 일반서류철,시설공사 낙찰자 선정 (0825298-00),5년,비공개,"7호,8호",부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,세입세출결산,일반회계 일반서류철,사전규격 공개에 따른 업무 협의(CNC소독기외),5년,비공개,"7호,8호",부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,세입세출결산,일반회계 일반서류철,조달요청에 대한 구매추진안내-25083003400,5년,비공개,"7호,8호",부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,세입세출결산,일반회계 일반서류철,조달요청에 대한 구매추진안내-25083187400,5년,비공개,"7호,8호",부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,공주대학교 천안캠퍼스 산학협력 공장동 증축 전기공사 발주,5년,비공개,5호,부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,공주대학교 천안캠퍼스 산학협력 공장동 증축 통신공사 발주,5년,비공개,5호,부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,준공계(공주대학교 천안캠퍼스 산학협력 공장동 신축 전기공사),5년,비공개,5호,부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,착공계(공주대학교 천안캠퍼스 산학협력공장동 증축 전기공사),5년,비공개,5호,부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,착공계(공주대학교 천안캠퍼스 산학협력공장동 증축 통신공사),5년,비공개,5호,부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,천안공과대학 3공학관외 4동 내부 개보수에 따른 소방공사 발주,5년,비공개,5호,부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,천안공과대학 3공학관외 4동 내부 개보수에 따른 전기공사 발주,5년,비공개,5호,부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,천안공과대학 3공학관외 4동 내부 개보수에 따른 통신공사 발주,5년,비공개,5호,부분공개,6호,성명 등 특정인 개인정보
공과대학 행정실,2008,청사관리,교육시설확충,천안캠퍼스 테니스코트 시설공사 설계변경(제1회),5년,비공개,5호,부분공개,6호,공사관련 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(건축공사),천안캠퍼스 기숙사 보수 및 패널설치공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(건축공사),"천안캠퍼스 제1,6공학관 외부계단 비가림 시설공사 발주",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(건축공사),"천안캠퍼스 제2,4공학관 증축 강의실 및 실험실(버티컬)설치",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(건축공사),천안캠퍼스 제5공학관 입부계단 창호공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(건축공사),천안캠퍼스 종합강의실 방음문 설치 및 기타 환경개선공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),공주대학교 천안캠퍼스 화장실 환경개선 전기공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),"공주캠퍼스 산업시스템공학과, 영상학과 PC실 전기공사",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),"제5,7공학관 교수연구실 전열설비 전기공사",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),제8공학관 8층 컴퓨터실 LAN설비 및 전기설비 공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(공주대학교 천안캠퍼스 산학협력 공장동 신축 통신공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(제8공학관 8층 컴퓨터실 LAN설비 및 전기설비 공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(천안캠퍼스 공동구 전체 조명설비 보수공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(천안캠퍼스 옥외보안등 본관 지하변전실에서 분기 공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),"준공계(천안캠퍼스 전기, 통신, LAN설비 보수공사)",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(천안캠퍼스 전기설비 저압 분전반 제작 구매 설치),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(천안캠퍼스 정밀안전진단결과에 따른 전기 보수공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),"준공계(천안캠퍼스 제5,7공학관 교수연구실 전열설비 전기공사)",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(천안캠퍼스 제7공학관 리프트전원설비 및 기타 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(천안캠퍼스 조명설비 이설 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(천안캠퍼스 진입로 조명설비 및 기타 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),"준공계(천안캠퍼스 학부요청에 의한 전기, 통신, LAN설비공사)",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),준공계(천안캠퍼스 화장실 환경개선 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(공주대학교 천안캠퍼스 화장실 환경개선 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),"착공계(제5,7공학관 교수연구실 전열설비 전기공사)",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(제8공학관 8층 컴퓨터실 LAN설비 및 전기설비공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(천안공과대학 제3공학관외 4동 내부 개보수 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(천안공과대학 제3공학관외 4동 내부 개보수 통신공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(천안캠퍼스 공동구 전체 조명설비 보소공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(천안캠퍼스 옥외보안등 본관 지하변전실에서 분기 공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(천안캠퍼스 정밀안전진단결과에 따른 전기 보수공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(천안캠퍼스 제7공학관 리프트전원설비 및 기타 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(천안캠퍼스 진입로 조명설비 및 기타 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),착공계(천안캠퍼스 테니스장 조명설비 이설 전기공사),5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),"착공계(천안캠퍼스 학부요청에 의한 전기, 통신, LAN설비공사)",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),천안캠퍼스 강의실 및 연구실 무인기계경비설비 설치 공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),천안캠퍼스 공동구 전체 조명설비 보수공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),천안캠퍼스 변전실 VCB(진공차단기) 구입 및 설치,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),천안캠퍼스 옥외보안등 본관 지하변전실에서 분기 공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),천안캠퍼스 전기설비 저압 분전반 제작 구매,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),천안캠퍼스 정밀안전진단결과에 따른 전기 보수공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),천안캠퍼스 제7공학관 리프트전원설비 및 기타 전기공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),천안캠퍼스 진입로 조명설비 및 기타  전기공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),"천안캠퍼스 학부요청에 의한 전기, 통신, LAN설비 공사",5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기공사),테니스장 조명설비 이설 전기공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기일반),2008년도 연회비 납부 안내,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기일반),DOD회선 설비비환급 시행,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기일반),DOD회선 설비비환급 시행,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(전기일반),일반회선 설비비환급 시행,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
공과대학 행정실,2008,청사관리,교육환경개선(환경),천안캠퍼스 오수처리장 여과재 교체공사,5년,비공개,5호,부분공개,6호,공사관련 도면 및 통장사본 등 개인정보
사범대학 행정실,2008,처리과서무,일반관계철,사범대학 시간강사 유가환급 추가 신청,3년,비공개,6호,공개,,
사범대학 행정실,2008,교육실습,교육실습관계철,2008 교육실습생(공주대학교) 평가 결과 송부,5년,비공개,6호,부분공개,6호,성명 등 개인정보
사범대학 행정실,2008,교육실습,교육실습관계철,2008교육실습 평가 총괄표 송부,5년,비공개,6호,부분공개,6호,성명 등 개인정보
사범대학 행정실,2008,교육실습,교육실습관계철,2008학년도 교육실습생 실습평가 통보,5년,비공개,6호,부분공개,6호,성명 등 개인정보
사범대학 행정실,2008,교육실습,교육실습관계철,교육실습 평가표 통보 (공주대학교),5년,비공개,6호,부분공개,6호,성명 등 개인정보
사범대학 행정실,2008,교육실습,교육실습관계철,교육실습 평가 총괄표(본실습) 송부,5년,비공개,5호,부분공개,6호,성명 등 개인정보
사범대학 행정실,2008,교육실습,교육실습관계철,교육실습생 평가표 송부,5년,비공개,3호,부분공개,6호,성명 등 개인정보
사범대학 행정실,2008,교육실습,교육실습관계철,2008학년도 공주대학교 5월 교육실습생 성적 송부,5년,비공개,1호,부분공개,6호,성명 등 개인정보
사범대학 행정실,2008,교육실습,교육실습관계철,2008학년도 공주대학교 교육실습생 실습결과 송부,5년,비공개,1호,부분공개,6호,성명 등 개인정보
사범대학 행정실,2008,자체학술연구지원,산학협력단,2008년 하반기 정책연구과제 지정연구자 선정 심의 의뢰,5년,비공개,5호,공개,,
산업과학대학 행정실,2008,교원업적관리,산학협력,2008년도 농업인교육계획 통보,5년,비공개,5호,공개,,
산업과학대학 행정실,2008,처리과예산회계,기성회계 계약관련,조달요청에 대한 구매추진안내-25083018400,5년,비공개,"7호,8호",공개,,
인문사회과학대학 행정실,2008,처리과서무,일반서무,2008 중·고등학생 TEE 교수·학습 자료개발 검토위원 변경 사항 알림,3년,비공개,5호,부분공개,5호,내부검토사항
도서관 자료지원과,2008,처리과예산회계,조달요청,조달요청에 대한 구매추진 안내-25083164601,5년,비공개,"7호,8호",공개,,
도서관 자료지원과,2008,처리과예산회계,조달요청,조달요청에 대한 구매추진안내-25083164600,5년,비공개,"7호,8호",공개,,
사범대학 부설유치원,2008,처리과서무,처리과서무 (Vol.1),2008년도 실천단계 장학지도 결과 환류 및 장학 유공 교원 표창 계획 알림,3년,비공개,7호,부분공개,6호,"성명, 개인정보 등 "
사범대학 부설유치원,2008,처리과서무,처리과서무 (Vol.1),행정전자서명(GPKI) 전환 전면 실시 안내,3년,비공개,7호,부분공개,6호,"성명, 개인정보 등 "
사범대학 부설유치원,2008,처리과서무,처리과서무 (Vol.1),국립유치원 원장 무시험 자격인정 대상자 명단 통보,3년,비공개,6호,부분공개,6호,"성명, 개인정보 등 "
사범대학 부설유치원,2008,처리과서무,처리과서무 (Vol.1),보충역 복무기록표 송부,3년,비공개,3호,부분공개,6호,"성명, 개인정보 등 "
사범대학 부설유치원,2008,유치원교사인사관리,유치원교사인사관리,2008년도 국립유치원 원장 무시험 검정원서 제출,10년,비공개,3호,부분공개,6호,"성명, 개인정보 등 "
창업보육센터,2008,처리과업무계획(보고)평가,중소기업청(대전충남지방중소기업청),창업보육센터 관련 질의 회신,5년,비공개,5호,공개,,
정보전산원,2008,처리과기록관리,문서(전자문서)관리,정부디렉토리서비스 전환에 따른 협조 요청,3년,비공개,7호,비공개,7호,시스템 정보
정보전산원,2008,처리과기록관리,문서(전자문서)관리,정부전자문서유통서비스 연중계모듈 배포계획 알림,3년,비공개,5호,비공개,5호,시스템 정보
정보전산원,2008,처리과기록관리,문서(전자문서)관리,정부전자문서유통서비스 연중계모듈 배포계획 알림,3년,비공개,5호,비공개,5호,시스템 정보
정보전산원,2008,처리과서무,전산관계철,사전규격공개 결과 통보,3년,비공개,5호,공개,,
정보전산원,2008,처리과서무,전산관계철,조달요청에 대한 구매추진안내-00085048000,3년,비공개,"7호,8호",공개,,
정보전산원,2008,학내정보보안,정보통신보안,통신자료제공요청,3년,비공개,8호,비공개,8호,시스템 취약점
정보전산원,2008,학내정보보안,개인정보보호,'08년 상반기 개인정보관리 실태조사 결과 통보 및 업무참조,3년,비공개,6호,비공개,6호,시스템 취약점
정보전산원,2008,학내정보보안,개인정보보호,언론보도 관련 개인정보 관리 실태 점검 결과  및 개선 조치 통보,3년,비공개,6호,비공개,6호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,교육인적자원부 통합 VPN을 활용한 e-사람 및 dBrain 동시접속서비스 안내,3년,비공개,5호,비공개,5호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,통합 VPN 활용을 위한 업그레이드 VPN 장비 참고 자료 송부,3년,비공개,5호,비공개,5호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,사이버침해사고 관련 조치사항 통보,3년,비공개,3호,비공개,3호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,USB메모리 바이러스 보안프로그램 배포,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,교육(행정)기관 정보보안 기본지침 관리 철저,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,웜바이러스 등 해킹사고 대응 조치사항  통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,이메일 보안관리 강화 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,인터넷 DNS시스템 보안취약점 긴급 보완조치 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,최근 발생 e-메일 해킹공격 형태 및 조치사항 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,최신 e-메일 해킹공격 주의 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,최신 해킹메일 유형 및 조치사항 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,최신 해킹메일 유형 및 조치사항 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,해외발 e-메일 해킹공격 빈발에 따른 보안강화 대책 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,해킹 이메일 관련 조치사항 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,학내정보보안,정보통신보안,행정안전부 전자정부서비스 보안수준 실태조사 결과 및 개선대책 통보,3년,비공개,2호,비공개,2호,시스템 취약점
정보전산원,2008,홈페이지운영관리,홈페이지관리,홈페이지 보안취약점 개선사항 통보,3년,비공개,7호,비공개,7호,시스템 취약점
정보전산원,2008,홈페이지운영관리,홈페이지관리,홈페이지 등 종교 편항적 내용 일제 정비 요청,3년,비공개,5호,비공개,5호,시스템 취약점
정보전산원,2008,홈페이지운영관리,홈페이지관리,홈페이지 등 종교 편항적 내용 일제 정비 요청관련 첨부파일 재발송,3년,비공개,5호,비공개,5호,시스템 취약점
정보전산원,2008,홈페이지운영관리,홈페이지관리,홈페이지 해킹 대응 조치,3년,비공개,2호,비공개,2호,시스템 취약점
사범대학 부설중학교,2008,처리과예산회계,일반회계,2008년도 공주대부설중학교 교육공무원 성과상여금 지급 요청,5년,비공개,6호,부분공개,6호,성명 등 개인정보
사범대학 부설고등학교,2008,처리과서무,일반서무,행정전자서명(GPKI) 전환 전면 실시 안내,3년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,처리과서무,연말정산관리,2007년도 근로소득 연말정산에 따른 자료 통보,3년,비공개,6호,비공개,6호,소득관리
사범대학 부설고등학교,2008,현장체험학습,현장체험학습,2008학년도 해외문화탐방 현장체험학습 제안서 심사결과 보고,3년,비공개,5호,비공개,5호,계약관리
사범대학 부설고등학교,2008,처리과예산회계,기타회계,온라인원격근무서비스 이용자 등록 신청서 제출,5년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,인사발령대장,기타직인사,신원조회 의뢰,준영구,비공개,6호,비공개,6호,개인정보
산학협력단,2008,처리과서무,일반서무,학연협력 현황조사 협조 요청,3년,비공개,5호,공개,,
산학협력단,2008,처리과서무,일반서무,학연협력 현황조사 협조 요청,3년,비공개,5호,공개,,
산학협력단,2008,처리과예산회계,산학협력단 세입,농대영농정착교육과정 보조금 교부확정 및 정산액 지급 통보,5년,비공개,5호,부분공개,5호,계약정보
사범대학 부설고등학교,2008,교무업무일반,교무업무2,2009학년도 고입선발고사 시험장학교 교감 및 도감독관 회의 알림,1년,비공개,5호,공개,,
사범대학 부설고등학교,2008,교무업무일반,교무업무2,2009학년도 충청남도 고등학교 특례입학 자격 심사 규정 및 심사 계획 알림,1년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교무업무일반,교무업무2,2009학년도 후기 일반계 고등학교 고입전형 요강 승인 및 재신청 알림,1년,비공개,5호,공개,,
사범대학 부설고등학교,2008,교육활동연구,영어교육관련문서,[긴급] 교사 중 영어교육 관련 자격증 취득 교사 현황 파악 요청,1년,비공개,7호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교육활동연구,영어교육관련문서,"[긴급] 초,중등 영어교사 TEE 현황 자료 제출 요청",1년,비공개,7호,공개,,
사범대학 부설고등학교,2008,교육활동연구,영어교육관련문서,초등학교 영어담당 교사 및 중등 영어교사 TEE 현황 2차 조사 자료 제출 알림,1년,비공개,7호,비공개,5호,감사
사범대학 부설고등학교,2008,교육활동연구,영어교육관련문서,[긴급] 제22회 한국중등영어교육연구회 동계세미나 참가 안내,1년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교육활동연구,영어교육관련문서,2008년도 영어전용교실 구축 계획서 점검 환류 자료 알림,1년,비공개,5호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교육활동연구,학교생활,종합감사결과 처분 협조 요청,1년,비공개,5호,비공개,6호,소득관리
사범대학 부설고등학교,2008,학교홍보,학교홍보,고등학교 국어 검정기준(안) 등에 대한 교육과정 심의위원 검토 의뢰,1년,비공개,6호,비공개,6호,소득관리
사범대학 부설고등학교,2008,학교홍보,홍보자료부,교육공무원 겸직 허가 통보,1년,비공개,6호,공개,,
사범대학 부설고등학교,2008,학년업무,1 학년업무,5월 1학년 EBS 시청 및 학력신장 지도수당 지급,1년,비공개,5호,공개,,
사범대학 부설고등학교,2008,학년업무,1 학년업무,1분기 학력신장을 위한 EBS 시청 및 방송 지도비 징수,1년,비공개,"3호,8호",부분공개,6호,개인정보
사범대학 부설고등학교,2008,학력신장추진계획,방과후학교,2008 하반기 방과후학교 우수 교원 및 우수 기관 표창 알림,1년,비공개,5호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,환경정화,환경교육부,2008 환경ㆍ물 관리ㆍ생활 경제 교육실적 제출,1년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,교과연구활동지원,교과연구활동관련철,충청남도 초·중등학교도서관 교과연구회 보고서 제출,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교과협의회운영,중국어교과관련업무,2008학년도 중등교원 연수자료 검토위원 협의,3년,비공개,4호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교육행정,2007학년도 부여고등학교 연구학교 유공교원 부여자 명단 알림,3년,비공개,8호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교무업무,교육행정정보시스템 인증서 신규발급,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교무업무,나이스인증서 재발급 신청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교무업무,나이스인증서 재발급 신청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교무업무,행정전자서명(GPKI) 전환에 따른 단체 및 기관신청서 제출,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교육행정,교육행정정보시스템 인증서 신규 발급 신청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교육행정,교육행정정보시스템 인증서 신규발급 신청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교육행정,교육행정정보시스템 인증서 재발급 신청,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교내교육정보화,교육행정,행정전자서명(GPKI) 전환에 따른 단체 및 기관신청서 제출,3년,비공개,6호,공개,,
사범대학 부설고등학교,2008,교내교육정보화,교육행정,2008학년도 연구학교 운영보고회 참석자 명단 제출 요청,3년,비공개,3호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,교무 일반 2,2008년도 교육수첩 발간자료 제출,3년,비공개,8호,공개,,
사범대학 부설고등학교,2008,교무부업무,교무 일반 2,교원 복무관리 철저 및 국외 체험 연수 대상자 선정시 유의사항 알림,3년,비공개,8호,공개,,
사범대학 부설고등학교,2008,교무부업무,교무 일반 2,2008년 교육수첩 발간자료 수정.보완 제출,3년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,학적서류철,2007학년도 초.중.고등학생 유학 및 귀국 현황 조사 관련 안내사항,3년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,학적서류철,2007학년도 초.중학생 유학 및 귀국 현황 조사,3년,비공개,7호,부분공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,교무 일반 2,2008.09.01.자 중등교원 스승찾기 자료 및 교장·교감 명부 자료 제출,3년,비공개,6호,공개,,
사범대학 부설고등학교,2008,교무부업무,교무 일반 2,2008학년도 공립 중등교장 자격연수 대상자 명단 통보,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,교무 일반 2,2009학년도 대학수학능력시험 경비경찰관 배정 안내,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,교무 일반 2,교육과학기술부 종합감사 일정 알림,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,학적서류철,2008년도 제2회 고입.고졸 검정고시 합격자 학력조회 의뢰,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,학적서류철,국가유공자 및 자녀 재학확인 통보 의뢰,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,학적서류철,국가유공자 및 자녀 재학확인 통보 의뢰,3년,비공개,6호,비공개,6호,개인정보
사범대학 부설고등학교,2008,교무부업무,학적서류철,전입학 동의서,3년,비공개,6호,공개,,
사범대학 부설고등학교,2008,교무부업무,학적서류철,전입학 동의서,3년,비공개,6호,부분공개,5호,시험관련
사범대학 부설고등학교,2008,교무부업무,학적서류철,학생 전출 결의서,3년,비공개,6호,비공개,6호,개인정보
